2020-07-16 12:29:09.634 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:24.806 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:24.807 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:24.832 [Test worker] INFO  C.G.Q.QuestionManagerControllerTest: Starting QuestionManagerControllerTest on Prabhjots-MacBook-Pro.local with PID 40767 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:33:24.832 [Test worker] INFO  C.G.Q.QuestionManagerControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:33:25.154 [Test worker] INFO  C.G.Q.QuestionManagerControllerTest: Started QuestionManagerControllerTest in 0.331 seconds (JVM running for 7.304)
2020-07-16 12:33:25.160 [Test worker] INFO  C.G.Q.QuestionManagerController: Saving the question created by the instructor to the database
2020-07-16 12:33:25.160 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:25.160 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:25.160 [Test worker] INFO  C.G.Question.Question: Creating the options for question if applicable (Multiple Choice only)
2020-07-16 12:33:25.160 [Test worker] INFO  C.G.Question.Question: Calling the createQuestion repository function to save the question to Database
2020-07-16 12:33:25.161 [Test worker] INFO  C.G.Q.QuestionManagerController: Question is saved to the database and the instructor views the saved question
2020-07-16 12:33:25.164 [Test worker] INFO  C.G.Q.QuestionManagerController: Saving the question created by the instructor to the database
2020-07-16 12:33:25.164 [Test worker] INFO  C.G.Question.Question: Creating the question and saving it to the database
2020-07-16 12:33:25.164 [Test worker] INFO  C.G.Question.Question: Checking for invalid data
2020-07-16 12:33:25.164 [Test worker] INFO  C.G.Q.QuestionManagerController: One or more input fields have invalid/empty data
2020-07-16 12:33:25.183 [Test worker] INFO  C.G.Q.QuestionManagerController: Deleting the question created by the instructor from the database
2020-07-16 12:33:25.183 [Test worker] INFO  C.G.Question.Question: Calling the deleteQuestion repository function to delete the question from the Database
2020-07-16 12:33:25.184 [Test worker] INFO  C.G.Q.QuestionManagerController: Question successfully deleted!
2020-07-16 12:33:25.184 [Test worker] INFO  C.G.Q.QuestionManagerController: Redirecting to the instructor's question list page
2020-07-16 12:33:25.184 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 12:33:25.188 [Test worker] INFO  C.G.Q.QuestionManagerController: Deleting the question created by the instructor from the database
2020-07-16 12:33:25.189 [Test worker] INFO  C.G.Question.Question: Calling the deleteQuestion repository function to delete the question from the Database
2020-07-16 12:33:25.189 [Test worker] INFO  C.G.Q.QuestionManagerController: The question could not be deleted
2020-07-16 12:33:25.189 [Test worker] INFO  C.G.Q.QuestionManagerController: Redirecting to the instructor's question list page
2020-07-16 12:33:25.189 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 12:33:25.209 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: Starting QuestionAdminControllerTest on Prabhjots-MacBook-Pro.local with PID 40767 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:33:25.209 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:33:25.529 [Test worker] INFO  C.G.Q.QuestionAdminControllerTest: Started QuestionAdminControllerTest in 0.33 seconds (JVM running for 7.679)
2020-07-16 12:33:25.533 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question by its id for the current instructor to view
2020-07-16 12:33:25.533 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionById repository function to fetch a question from the Database
2020-07-16 12:33:25.550 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question bank sorted based on the field like title and date for the logged in instructor
2020-07-16 12:33:25.550 [Test worker] INFO  C.G.Question.Question: Calling the getSortedQuestionListForInstructor repository function to fetch the question bank in a sorted order from the Database
2020-07-16 12:33:25.557 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching the question bank for the logged in instructor
2020-07-16 12:33:25.557 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 12:33:25.585 [Test worker] INFO  C.G.G.GroupFormationManager: Inserting into the groups for the course from the repository
2020-07-16 12:33:25.585 [Test worker] INFO  C.G.G.GroupFormationManager: Inserting into the groups for the course from the repository
2020-07-16 12:33:25.587 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the survey questions
2020-07-16 12:33:25.587 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the survey questions for a course
2020-07-16 12:33:25.587 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the list of students who took the survey
2020-07-16 12:33:25.588 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the users who took the questions for a course survey
2020-07-16 12:33:25.588 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the group formation logic to form groups
2020-07-16 12:33:25.588 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching all the student responses for the survey
2020-07-16 12:33:25.588 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the responses of all users who took the course survey
2020-07-16 12:33:25.591 [Test worker] INFO  C.G.G.GroupFormationManager: Deleting the groups for the course from the repository
2020-07-16 12:33:25.592 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the groups for the course from the repository
2020-07-16 12:33:25.609 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Starting GroupFormationControllerTest on Prabhjots-MacBook-Pro.local with PID 40767 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:33:25.609 [Test worker] INFO  C.G.G.GroupFormationControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:33:25.932 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Started GroupFormationControllerTest in 0.333 seconds (JVM running for 8.081)
2020-07-16 12:33:25.946 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:33:25.947 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:33:25.947 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:25.947 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:33:25.947 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:33:25.947 [Test worker] INFO  C.G.G.GroupFormationController: Getting the list of groups formed on the instructor's algorithm
2020-07-16 12:33:25.962 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:33:25.962 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:33:25.962 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:25.965 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:33:25.965 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:33:25.965 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:25.966 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:33:25.969 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:33:25.969 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:33:25.969 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:25.969 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:33:25.969 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:33:25.986 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Starting SurveyControllerTest on Prabhjots-MacBook-Pro.local with PID 40767 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:33:25.986 [Test worker] INFO  C.G.Survey.SurveyControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:33:26.323 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Started SurveyControllerTest in 0.347 seconds (JVM running for 8.472)
2020-07-16 12:33:26.327 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 12:33:26.327 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:33:26.327 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 12:33:26.327 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 12:33:26.327 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value true
2020-07-16 12:33:26.343 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 12:33:26.343 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:33:26.343 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 12:33:26.343 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 12:33:26.343 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value false
2020-07-16 12:33:26.347 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:26.348 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:26.348 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:33:26.348 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:33:26.349 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:26.349 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:26.349 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:33:26.349 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:33:26.350 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:33:26.350 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:33:26.350 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:33:26.351 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:33:26.351 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:33:26.352 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 12:52:35.376 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:35.378 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:36.839 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Started ForgotPasswordRepositoryTest in 1.881 seconds (JVM running for 3.117)
2020-07-16 12:52:37.350 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 12:52:37.351 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 12:52:37.367 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.368 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.368 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.369 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.369 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 12:52:37.369 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.369 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.369 [Test worker] ERROR C.G.Password.Policy: Maximum password length security policy is violated
2020-07-16 12:52:37.370 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.370 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.370 [Test worker] ERROR C.G.Password.Policy: Minimum upper case charachters required password security policy is violated
2020-07-16 12:52:37.371 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.371 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.371 [Test worker] ERROR C.G.Password.Policy: Minimum lower case charachters required password security policy is violated
2020-07-16 12:52:37.372 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.372 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.373 [Test worker] ERROR C.G.Password.Policy: Minimum special symbols required password security policy is violated
2020-07-16 12:52:37.374 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.375 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.375 [Test worker] ERROR C.G.Password.Policy: Charachters not allowed in password security policy is violated
2020-07-16 12:52:37.389 [Test worker] WARN  C.G.Password.PasswordHistoryManager: Could not fetch history setting value
2020-07-16 12:52:37.433 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.433 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.434 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.434 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.434 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 12:52:37.435 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.435 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.436 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.437 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.437 [Test worker] INFO  C.G.Password.ForgotPasswordManager: User violated history while updating password
2020-07-16 12:52:37.438 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:37.438 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:37.442 [Test worker] INFO  C.G.Password.ForgotPasswordManager: User is updating existing token
2020-07-16 12:52:37.443 [Test worker] INFO  C.G.Password.ForgotPasswordManager: User is adding new token
2020-07-16 12:52:37.490 [Test worker] INFO  C.G.Course.TAControllerTest: Starting TAControllerTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:37.491 [Test worker] INFO  C.G.Course.TAControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:37.931 [Test worker] INFO  C.G.Course.TAControllerTest: Started TAControllerTest in 0.457 seconds (JVM running for 4.209)
2020-07-16 12:52:37.994 [Test worker] INFO  C.G.Course.TaController: Checking if instructor has created a survey for the course
2020-07-16 12:52:37.995 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:52:37.995 [Test worker] INFO  C.G.Course.TaController: Checking if instructor has published the survey for the course
2020-07-16 12:52:37.995 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:52:38.278 [Test worker] INFO  C.G.Question.Question: Function call to get instructors for a course using email Id
2020-07-16 12:52:38.278 [Test worker] INFO  C.G.Question.Question: Function call to get instructors for a course using email Id
2020-07-16 12:52:38.280 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 12:52:38.281 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 12:52:38.286 [Test worker] INFO  C.G.Question.Question: The function call return the users that are not enrolled as an instructor for a course
2020-07-16 12:52:38.287 [Test worker] INFO  C.G.Question.Question: The function call return the users that are not enrolled as an instructor for a course
2020-07-16 12:52:38.289 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 12:52:38.289 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 12:52:38.295 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 12:52:38.295 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 12:52:38.298 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 12:52:38.298 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 12:52:38.302 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:38.302 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:38.308 [Test worker] INFO  C.G.Question.Question: Get the courses for a TA using email Id
2020-07-16 12:52:38.308 [Test worker] INFO  C.G.Question.Question: Get the courses for a TA using email Id
2020-07-16 12:52:38.315 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 12:52:38.315 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 12:52:38.394 [Test worker] INFO  C.G.Q.QuestionManagerRepository: Added valid students in a proper data list 
2020-07-16 12:52:38.417 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:38.417 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:38.417 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:38.418 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:38.424 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 12:52:38.425 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 12:52:38.427 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 12:52:38.427 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 12:52:38.427 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 12:52:38.428 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 12:52:38.434 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 12:52:38.435 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 12:52:38.455 [Test worker] INFO  C.G.C.InstructorCourseControllerTest: Starting InstructorCourseControllerTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:38.456 [Test worker] INFO  C.G.C.InstructorCourseControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:38.813 [Test worker] INFO  C.G.C.InstructorCourseControllerTest: Started InstructorCourseControllerTest in 0.369 seconds (JVM running for 5.091)
2020-07-16 12:52:38.819 [Test worker] INFO  C.G.C.InstructorCourseController: Checking if instructor has created a survey for the course
2020-07-16 12:52:38.819 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:52:38.820 [Test worker] INFO  C.G.C.InstructorCourseController: Checking if instructor has published the survey for the course
2020-07-16 12:52:38.820 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:52:38.871 [Test worker] INFO  C.G.Course.CourseControllerTest: Starting CourseControllerTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:38.872 [Test worker] INFO  C.G.Course.CourseControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:39.240 [Test worker] INFO  C.G.Course.CourseControllerTest: Started CourseControllerTest in 0.379 seconds (JVM running for 5.518)
2020-07-16 12:52:39.265 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 12:52:39.265 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.266 [Test worker] WARN  C.G.Course.CourseController: Course is not added successfully
2020-07-16 12:52:39.286 [Test worker] INFO  C.GroupFormationTool.Course.Course: Creating a new course and storing it in the database
2020-07-16 12:52:39.286 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.286 [Test worker] WARN  C.G.Course.CourseController: Course is not added successfully
2020-07-16 12:52:39.303 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.310 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.314 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.325 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.325 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checks of the survey is published for a course
2020-07-16 12:52:39.331 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.332 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checks of the survey is published for a course
2020-07-16 12:52:39.337 [Test worker] INFO  C.G.Course.CourseController: Fetch TA for a course using course Id
2020-07-16 12:52:39.337 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 12:52:39.356 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch all the courses details
2020-07-16 12:52:39.356 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.363 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 12:52:39.363 [Test worker] WARN  C.G.Course.CourseController: TA is not successfully added to the course
2020-07-16 12:52:39.363 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 12:52:39.369 [Test worker] INFO  C.G.Question.Question: Function call to enroll a TA for the course using email id
2020-07-16 12:52:39.370 [Test worker] WARN  C.G.Course.CourseController: TA is not successfully added to the course
2020-07-16 12:52:39.370 [Test worker] INFO  C.G.Question.Question: Function call to get TA for a course using course Id
2020-07-16 12:52:39.375 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 12:52:39.375 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 12:52:39.375 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.378 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 12:52:39.379 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 12:52:39.379 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 12:52:39.379 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.379 [Test worker] INFO  C.G.Course.CourseController: User is a Guest User
2020-07-16 12:52:39.379 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch all courses details for a guest user
2020-07-16 12:52:39.379 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.385 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 12:52:39.385 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 12:52:39.385 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 12:52:39.385 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.386 [Test worker] INFO  C.G.Course.CourseController: User is a Student
2020-07-16 12:52:39.386 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch enrolled courses for a student
2020-07-16 12:52:39.386 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 12:52:39.391 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
